id,name,artists,album,release_date,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
2NFadq6pUeiVEihLvUlOSr,"Rauw Alejandro: Bzrp Music Sessions, Vol. 56","Bizarrap, Rauw Alejandro","Rauw Alejandro: Bzrp Music Sessions, Vol. 56",2023-06-21,65,0.774,0.572,11,-6.0,1,0.0506,0.3,0.00326,0.315,0.489,128.01,audio_features,spotify:track:2NFadq6pUeiVEihLvUlOSr,https://api.spotify.com/v1/tracks/2NFadq6pUeiVEihLvUlOSr,https://api.spotify.com/v1/audio-analysis/2NFadq6pUeiVEihLvUlOSr,191254,4
3A1BJKGMsa8JqO8M8zztyq,Me Gustas Tu,Manu Chao,Me Gustas Tu EP,2023-02-13,59,0.657,0.742,11,-6.822,0,0.0827,0.662,0.493,0.222,0.909,175.943,audio_features,spotify:track:3A1BJKGMsa8JqO8M8zztyq,https://api.spotify.com/v1/tracks/3A1BJKGMsa8JqO8M8zztyq,https://api.spotify.com/v1/audio-analysis/3A1BJKGMsa8JqO8M8zztyq,239987,4
2lwwrWVKdf3LR9lbbhnr6R,Float On,Modest Mouse,Good News For People Who Love Bad News,2004-04-05,71,0.649,0.888,6,-4.807,1,0.0293,0.013,2.23e-06,0.0888,0.553,100.975,audio_features,spotify:track:2lwwrWVKdf3LR9lbbhnr6R,https://api.spotify.com/v1/tracks/2lwwrWVKdf3LR9lbbhnr6R,https://api.spotify.com/v1/audio-analysis/2lwwrWVKdf3LR9lbbhnr6R,208467,4
77RNVzAVwqWiZrZuWqMV2i,Nancy From Now On,Father John Misty,Fear Fun,2012-05-01,61,0.535,0.646,0,-9.168,1,0.0278,0.526,0.0406,0.0908,0.501,107.078,audio_features,spotify:track:77RNVzAVwqWiZrZuWqMV2i,https://api.spotify.com/v1/tracks/77RNVzAVwqWiZrZuWqMV2i,https://api.spotify.com/v1/audio-analysis/77RNVzAVwqWiZrZuWqMV2i,234160,4
6uW4QhvYTl6q24OBbWTt9s,Convite,Lamparina,Manda Dizer,2018-08-06,44,0.47,0.621,11,-7.369,0,0.062,0.59,0.0,0.127,0.618,117.952,audio_features,spotify:track:6uW4QhvYTl6q24OBbWTt9s,https://api.spotify.com/v1/tracks/6uW4QhvYTl6q24OBbWTt9s,https://api.spotify.com/v1/audio-analysis/6uW4QhvYTl6q24OBbWTt9s,213384,4
0nrlsriZeFXhuFno9bVLNg,secrecy,Ethan Regan,secrecy,2023-08-23,49,0.642,0.338,1,-12.145,1,0.0333,0.466,0.000239,0.15,0.189,140.098,audio_features,spotify:track:0nrlsriZeFXhuFno9bVLNg,https://api.spotify.com/v1/tracks/0nrlsriZeFXhuFno9bVLNg,https://api.spotify.com/v1/audio-analysis/0nrlsriZeFXhuFno9bVLNg,210000,4
5vbnQr1tWSSREmcIONIUm9,Backwards Directions,Abby Sage,Backwards Directions,2022-09-07,57,0.852,0.376,10,-10.434,1,0.0485,0.408,0.452,0.0956,0.484,114.999,audio_features,spotify:track:5vbnQr1tWSSREmcIONIUm9,https://api.spotify.com/v1/tracks/5vbnQr1tWSSREmcIONIUm9,https://api.spotify.com/v1/audio-analysis/5vbnQr1tWSSREmcIONIUm9,187072,4
2FwDApgXk91kXvqy2oB7dz,Simulation Swarm,Big Thief,Dragon New Warm Mountain I Believe In You,2022-02-11,66,0.703,0.578,1,-9.103,1,0.0728,0.446,0.0024,0.102,0.67,105.204,audio_features,spotify:track:2FwDApgXk91kXvqy2oB7dz,https://api.spotify.com/v1/tracks/2FwDApgXk91kXvqy2oB7dz,https://api.spotify.com/v1/audio-analysis/2FwDApgXk91kXvqy2oB7dz,252734,4
04mAOoQNsXmDJlyupJwmkO,Waiting Room,Phoebe Bridgers,"Lost Ark Studio Compilation, Vol. 8",2016-08-12,75,0.531,0.289,2,-10.065,1,0.0286,0.339,0.000358,0.134,0.12,129.753,audio_features,spotify:track:04mAOoQNsXmDJlyupJwmkO,https://api.spotify.com/v1/tracks/04mAOoQNsXmDJlyupJwmkO,https://api.spotify.com/v1/audio-analysis/04mAOoQNsXmDJlyupJwmkO,393962,4
7CoMBpPTwQi2wPT0U0Nr9b,State Lines,Novo Amor,Birthplace,2018-10-19,73,0.509,0.31,9,-10.623,1,0.0313,0.959,0.229,0.0963,0.151,137.474,audio_features,spotify:track:7CoMBpPTwQi2wPT0U0Nr9b,https://api.spotify.com/v1/tracks/7CoMBpPTwQi2wPT0U0Nr9b,https://api.spotify.com/v1/audio-analysis/7CoMBpPTwQi2wPT0U0Nr9b,208653,3
2xFmXeAKtzrG1ZQBT6adKc,Keep The Rain,Searows,Guard Dog,2022-09-30,58,0.471,0.123,1,-17.655,1,0.0326,0.95,0.00973,0.0908,0.227,131.948,audio_features,spotify:track:2xFmXeAKtzrG1ZQBT6adKc,https://api.spotify.com/v1/tracks/2xFmXeAKtzrG1ZQBT6adKc,https://api.spotify.com/v1/audio-analysis/2xFmXeAKtzrG1ZQBT6adKc,287677,4
6GyFQqsD80Kwdna2jWHyjY,Settle Down,Palace,Chase The Light,2015-06-05,33,0.268,0.393,0,-9.488,1,0.0354,0.529,0.000956,0.0896,0.158,149.724,audio_features,spotify:track:6GyFQqsD80Kwdna2jWHyjY,https://api.spotify.com/v1/tracks/6GyFQqsD80Kwdna2jWHyjY,https://api.spotify.com/v1/audio-analysis/6GyFQqsD80Kwdna2jWHyjY,219912,4
33xgQAHpWcbY8B45sakPCn,Tastes Like Forever,Daily J,Tastes Like Forever,2024-10-25,43,0.668,0.644,7,-6.414,1,0.0408,0.00638,0.0,0.0873,0.715,124.029,audio_features,spotify:track:33xgQAHpWcbY8B45sakPCn,https://api.spotify.com/v1/tracks/33xgQAHpWcbY8B45sakPCn,https://api.spotify.com/v1/audio-analysis/33xgQAHpWcbY8B45sakPCn,222704,4
0RlNltpVEnGcGD8srnSHSS,Tô Sem Você,Mãeana,mãeana canta JG,2024-08-16,57,0.807,0.384,7,-10.89,0,0.0529,0.753,0.0808,0.326,0.525,144.021,audio_features,spotify:track:0RlNltpVEnGcGD8srnSHSS,https://api.spotify.com/v1/tracks/0RlNltpVEnGcGD8srnSHSS,https://api.spotify.com/v1/audio-analysis/0RlNltpVEnGcGD8srnSHSS,170107,4
5PNAsZO4JyT8fUzPyKwZ7W,Poppies,flipturn,Something You Needed,2020-02-07,41,0.433,0.46,11,-11.865,0,0.0345,0.393,0.0577,0.147,0.218,129.834,audio_features,spotify:track:5PNAsZO4JyT8fUzPyKwZ7W,https://api.spotify.com/v1/tracks/5PNAsZO4JyT8fUzPyKwZ7W,https://api.spotify.com/v1/audio-analysis/5PNAsZO4JyT8fUzPyKwZ7W,259672,4
2krfD3TzLiV1WVNepAYJW9,However You May,Jacob Slade,Jacob Slade,2021-06-11,48,0.601,0.296,4,-20.787,1,0.0603,0.882,0.869,0.128,0.15,84.987,audio_features,spotify:track:2krfD3TzLiV1WVNepAYJW9,https://api.spotify.com/v1/tracks/2krfD3TzLiV1WVNepAYJW9,https://api.spotify.com/v1/audio-analysis/2krfD3TzLiV1WVNepAYJW9,183529,4
2le9fblYnfoLr9dkZIsJUa,"Baby, I Love Your Way",Big Mountain,Unity,1994-07-19,68,0.651,0.747,1,-7.269,0,0.0699,0.0528,0.0,0.207,0.776,147.518,audio_features,spotify:track:2le9fblYnfoLr9dkZIsJUa,https://api.spotify.com/v1/tracks/2le9fblYnfoLr9dkZIsJUa,https://api.spotify.com/v1/audio-analysis/2le9fblYnfoLr9dkZIsJUa,249520,4
4faTuWPQeMo24zvuTDre3c,Anyone But You,Still Woozy,Anyone But You,2023-12-22,58,0.607,0.427,8,-11.952,1,0.0302,0.821,0.13,0.15,0.243,89.991,audio_features,spotify:track:4faTuWPQeMo24zvuTDre3c,https://api.spotify.com/v1/tracks/4faTuWPQeMo24zvuTDre3c,https://api.spotify.com/v1/audio-analysis/4faTuWPQeMo24zvuTDre3c,176000,4
1SerYv7SabsGxVl0qIKES9,I'll Still Call,Habe,I'll Still Call,2020-11-13,51,0.714,0.504,11,-10.323,1,0.0766,0.494,0.684,0.073,0.691,77.981,audio_features,spotify:track:1SerYv7SabsGxVl0qIKES9,https://api.spotify.com/v1/tracks/1SerYv7SabsGxVl0qIKES9,https://api.spotify.com/v1/audio-analysis/1SerYv7SabsGxVl0qIKES9,175612,4
1H3vHQSD9528EfWpoXaQik,Outra Vez,Nara Leão,Nara Dez Anos Depois,1971-03-05,41,0.365,0.214,6,-12.85,0,0.0321,0.904,0.0284,0.103,0.379,80.642,audio_features,spotify:track:1H3vHQSD9528EfWpoXaQik,https://api.spotify.com/v1/tracks/1H3vHQSD9528EfWpoXaQik,https://api.spotify.com/v1/audio-analysis/1H3vHQSD9528EfWpoXaQik,204093,4
6YTBfxkdGce9pLEy9jG9Jo,Mais Que Nada,Sergio Mendes & Brasil '66,Foursider,1972-01-01,61,0.637,0.493,0,-13.094,0,0.0482,0.524,1.52e-05,0.136,0.932,88.796,audio_features,spotify:track:6YTBfxkdGce9pLEy9jG9Jo,https://api.spotify.com/v1/tracks/6YTBfxkdGce9pLEy9jG9Jo,https://api.spotify.com/v1/audio-analysis/6YTBfxkdGce9pLEy9jG9Jo,159467,4
3ej9CjmXF3FvJDmWP0us2m,Suivre le soleil,Vanille,Amazona,2019-06-07,60,0.624,0.746,7,-7.223,0,0.0326,0.49,0.00104,0.101,0.445,146.038,audio_features,spotify:track:3ej9CjmXF3FvJDmWP0us2m,https://api.spotify.com/v1/tracks/3ej9CjmXF3FvJDmWP0us2m,https://api.spotify.com/v1/audio-analysis/3ej9CjmXF3FvJDmWP0us2m,158680,4
6kvdjKkkd2QJ0arXpjCmfW,Ivy,Leon Bridges,Leon,2024-10-04,52,0.586,0.379,4,-10.997,1,0.0294,0.663,1.17e-06,0.107,0.368,135.868,audio_features,spotify:track:6kvdjKkkd2QJ0arXpjCmfW,https://api.spotify.com/v1/tracks/6kvdjKkkd2QJ0arXpjCmfW,https://api.spotify.com/v1/audio-analysis/6kvdjKkkd2QJ0arXpjCmfW,193640,4
1awQLv1J6LkeEQ5co4OOoQ,All I Ever Asked,Rachel Chinouriri,What A Devastating Turn of Events,2024-05-03,65,0.845,0.59,5,-6.171,1,0.0408,0.495,0.00558,0.168,0.916,115.028,audio_features,spotify:track:1awQLv1J6LkeEQ5co4OOoQ,https://api.spotify.com/v1/tracks/1awQLv1J6LkeEQ5co4OOoQ,https://api.spotify.com/v1/audio-analysis/1awQLv1J6LkeEQ5co4OOoQ,217578,4
0uhYgQQ6WX9rCONnum7Fmw,I Know,Fiona Apple,When The Pawn...,1999-11-09,60,0.324,0.211,0,-14.223,1,0.0287,0.944,0.0031,0.118,0.199,146.367,audio_features,spotify:track:0uhYgQQ6WX9rCONnum7Fmw,https://api.spotify.com/v1/tracks/0uhYgQQ6WX9rCONnum7Fmw,https://api.spotify.com/v1/audio-analysis/0uhYgQQ6WX9rCONnum7Fmw,295133,3
2Ij4PtXhIlI2uIP4slvnUA,Starchild,Common Saints,Starchild,2021-08-12,37,0.633,0.536,11,-10.307,0,0.0278,0.179,0.245,0.0996,0.593,125.963,audio_features,spotify:track:2Ij4PtXhIlI2uIP4slvnUA,https://api.spotify.com/v1/tracks/2Ij4PtXhIlI2uIP4slvnUA,https://api.spotify.com/v1/audio-analysis/2Ij4PtXhIlI2uIP4slvnUA,259680,4
562WsbcGbzCzvIoMWusiQ0,Ikigai,Robohands,Shapes,2021-01-15,61,0.671,0.452,7,-13.279,1,0.0303,0.414,0.458,0.133,0.394,91.962,audio_features,spotify:track:562WsbcGbzCzvIoMWusiQ0,https://api.spotify.com/v1/tracks/562WsbcGbzCzvIoMWusiQ0,https://api.spotify.com/v1/audio-analysis/562WsbcGbzCzvIoMWusiQ0,136013,4
1x1z2qHf13S4nD4ozEEH02,Rodeo Clown,flipturn,Rodeo Clown,2024-09-26,56,0.652,0.831,0,-6.192,1,0.0314,0.0214,0.0445,0.107,0.601,111.989,audio_features,spotify:track:1x1z2qHf13S4nD4ozEEH02,https://api.spotify.com/v1/tracks/1x1z2qHf13S4nD4ozEEH02,https://api.spotify.com/v1/audio-analysis/1x1z2qHf13S4nD4ozEEH02,201256,4
3jDdpx9PMlfMBS5tOBHFm9,Return of the Mack,Mark Morrison,Return of the Mack,1996-04-22,73,0.715,0.833,2,-5.379,1,0.108,0.00631,0.0,0.164,0.612,95.487,audio_features,spotify:track:3jDdpx9PMlfMBS5tOBHFm9,https://api.spotify.com/v1/tracks/3jDdpx9PMlfMBS5tOBHFm9,https://api.spotify.com/v1/audio-analysis/3jDdpx9PMlfMBS5tOBHFm9,213093,4
4l0HxP8wm5iWHqo9myvFsm,Deceptacon,Le Tigre,Le Tigre,1999-01-11,69,0.6,0.87,9,-3.413,0,0.0704,0.0593,0.00635,0.104,0.659,160.502,audio_features,spotify:track:4l0HxP8wm5iWHqo9myvFsm,https://api.spotify.com/v1/tracks/4l0HxP8wm5iWHqo9myvFsm,https://api.spotify.com/v1/audio-analysis/4l0HxP8wm5iWHqo9myvFsm,184687,4
5WphWTUIfRe7x8NZss79cY,Let Me Love You,Mario,Turning Point,2004-12-06,70,0.622,0.593,7,-8.352,0,0.0916,0.163,0.0,0.0979,0.607,94.364,audio_features,spotify:track:5WphWTUIfRe7x8NZss79cY,https://api.spotify.com/v1/tracks/5WphWTUIfRe7x8NZss79cY,https://api.spotify.com/v1/audio-analysis/5WphWTUIfRe7x8NZss79cY,249093,4
6Jv7kjGkhY2fT4yuBF3aTz,"Lover, You Should've Come Over",Jeff Buckley,Grace,1994,74,0.387,0.595,2,-5.67,1,0.0389,0.361,1.1e-05,0.174,0.151,119.38,audio_features,spotify:track:6Jv7kjGkhY2fT4yuBF3aTz,https://api.spotify.com/v1/tracks/6Jv7kjGkhY2fT4yuBF3aTz,https://api.spotify.com/v1/audio-analysis/6Jv7kjGkhY2fT4yuBF3aTz,404213,3
6XK6Zw6JkFsHXzAcMWNiIr,Send Me On My Way,Rusted Root,When I Woke,1994-01-01,67,0.5,0.704,0,-8.797,1,0.0695,0.125,1.79e-05,0.138,0.722,119.463,audio_features,spotify:track:6XK6Zw6JkFsHXzAcMWNiIr,https://api.spotify.com/v1/tracks/6XK6Zw6JkFsHXzAcMWNiIr,https://api.spotify.com/v1/audio-analysis/6XK6Zw6JkFsHXzAcMWNiIr,263360,4
31TAub5WKWEsVTJcdksxq7,Caribbean Blue,Enya,Shepherd Moons,1991-11-15,55,0.386,0.319,4,-16.512,1,0.0332,0.776,0.965,0.106,0.661,157.614,audio_features,spotify:track:31TAub5WKWEsVTJcdksxq7,https://api.spotify.com/v1/tracks/31TAub5WKWEsVTJcdksxq7,https://api.spotify.com/v1/audio-analysis/31TAub5WKWEsVTJcdksxq7,239600,3
7H8Ga5vDJKhgxQ0uTiScUf,Flowers In The Window,Travis,The Invisible Band,2001-06-12,54,0.38,0.738,0,-5.435,1,0.0264,0.0725,0.0,0.142,0.463,97.957,audio_features,spotify:track:7H8Ga5vDJKhgxQ0uTiScUf,https://api.spotify.com/v1/tracks/7H8Ga5vDJKhgxQ0uTiScUf,https://api.spotify.com/v1/audio-analysis/7H8Ga5vDJKhgxQ0uTiScUf,221667,4
1OFKUn2VLafrHj7ybnap0Q,Only Wanna Be With You,Hootie & The Blowfish,Cracked Rear View,1994-07-01,66,0.49,0.873,6,-5.861,1,0.0355,0.107,5.19e-06,0.118,0.513,103.272,audio_features,spotify:track:1OFKUn2VLafrHj7ybnap0Q,https://api.spotify.com/v1/tracks/1OFKUn2VLafrHj7ybnap0Q,https://api.spotify.com/v1/audio-analysis/1OFKUn2VLafrHj7ybnap0Q,229587,4
2NtqI3Ylig7bB36esIwYuE,Sutphin Boulevard,Blood Orange,Coastal Grooves,2011-08-30,47,0.841,0.383,11,-10.437,0,0.0675,0.000523,0.247,0.118,0.858,99.77,audio_features,spotify:track:2NtqI3Ylig7bB36esIwYuE,https://api.spotify.com/v1/tracks/2NtqI3Ylig7bB36esIwYuE,https://api.spotify.com/v1/audio-analysis/2NtqI3Ylig7bB36esIwYuE,214040,4
70HqHekmBtt7uaSWaioGhZ,Fool's Flight,Laura Jean Anderson,Just a Feeling That I Know,2024-05-17,17,0.536,0.589,9,-9.705,1,0.0263,0.301,0.332,0.151,0.585,150.146,audio_features,spotify:track:70HqHekmBtt7uaSWaioGhZ,https://api.spotify.com/v1/tracks/70HqHekmBtt7uaSWaioGhZ,https://api.spotify.com/v1/audio-analysis/70HqHekmBtt7uaSWaioGhZ,236478,4
2ksTwuZOMHJyoUOBDbJ8Ge,Strange Girl,Laura Marling,Song For Our Daughter,2020-04-10,45,0.682,0.74,2,-9.887,1,0.0449,0.29,1.73e-06,0.0811,0.903,98.991,audio_features,spotify:track:2ksTwuZOMHJyoUOBDbJ8Ge,https://api.spotify.com/v1/tracks/2ksTwuZOMHJyoUOBDbJ8Ge,https://api.spotify.com/v1/audio-analysis/2ksTwuZOMHJyoUOBDbJ8Ge,201893,4
0y5CnV2idm2KkQEudDjfDT,Last Goodbye,Jeff Buckley,Grace,1994,63,0.539,0.827,2,-5.045,1,0.038,0.0254,0.000425,0.233,0.523,86.922,audio_features,spotify:track:0y5CnV2idm2KkQEudDjfDT,https://api.spotify.com/v1/tracks/0y5CnV2idm2KkQEudDjfDT,https://api.spotify.com/v1/audio-analysis/0y5CnV2idm2KkQEudDjfDT,275720,4
57iDDD9N9tTWe75x6qhStw,Bitter Sweet Symphony - Remastered 2016,The Verve,Urban Hymns (Remastered 2016),1997-09-29,79,0.356,0.917,9,-6.006,1,0.0479,0.0335,0.0,0.406,0.518,171.176,audio_features,spotify:track:57iDDD9N9tTWe75x6qhStw,https://api.spotify.com/v1/tracks/57iDDD9N9tTWe75x6qhStw,https://api.spotify.com/v1/audio-analysis/57iDDD9N9tTWe75x6qhStw,357267,4
34ojZaWg4BOqIL58M5CneC,Keep Those Teardrops from Falling,Natalie Bergman,Keep Those Teardrops from Falling,2021-11-05,49,0.659,0.529,4,-6.261,1,0.0297,0.196,0.0,0.0896,0.716,76.032,audio_features,spotify:track:34ojZaWg4BOqIL58M5CneC,https://api.spotify.com/v1/tracks/34ojZaWg4BOqIL58M5CneC,https://api.spotify.com/v1/audio-analysis/34ojZaWg4BOqIL58M5CneC,164830,4
3T5ropII0GpY62f6SZJOIi,Vienna (In Memoriam),"The Army, The Navy",Fruit For Flies,2024-03-08,51,0.434,0.467,2,-12.623,1,0.0396,0.714,0.165,0.18,0.278,77.393,audio_features,spotify:track:3T5ropII0GpY62f6SZJOIi,https://api.spotify.com/v1/tracks/3T5ropII0GpY62f6SZJOIi,https://api.spotify.com/v1/audio-analysis/3T5ropII0GpY62f6SZJOIi,145888,4
47ZM3AtJNRBS0TfV3uCq82,Drive Baby,"Delacey, Valley Boy",HONEYMOONERS,2024-05-17,43,0.622,0.477,2,-10.26,1,0.0284,0.363,0.0258,0.322,0.224,98.043,audio_features,spotify:track:47ZM3AtJNRBS0TfV3uCq82,https://api.spotify.com/v1/tracks/47ZM3AtJNRBS0TfV3uCq82,https://api.spotify.com/v1/audio-analysis/47ZM3AtJNRBS0TfV3uCq82,158460,4
3wpcAvvcAfzGxtHbC8GYsl,What Kind of Song,Wild Rivers,What Kind of Song,2024-09-06,46,0.554,0.502,9,-6.621,1,0.0307,0.507,0.0,0.0631,0.265,141.873,audio_features,spotify:track:3wpcAvvcAfzGxtHbC8GYsl,https://api.spotify.com/v1/tracks/3wpcAvvcAfzGxtHbC8GYsl,https://api.spotify.com/v1/audio-analysis/3wpcAvvcAfzGxtHbC8GYsl,243133,4
3ZzhV6JIDKWvWR7wiKWD0C,La femme d'argent,Air,Moon Safari,1998-01-16,60,0.489,0.735,6,-8.238,0,0.0345,0.529,0.686,0.422,0.528,159.716,audio_features,spotify:track:3ZzhV6JIDKWvWR7wiKWD0C,https://api.spotify.com/v1/tracks/3ZzhV6JIDKWvWR7wiKWD0C,https://api.spotify.com/v1/audio-analysis/3ZzhV6JIDKWvWR7wiKWD0C,426614,4
4PEGwWH4tL6H7dGl4uVSPg,Like a Tattoo,Sade,Love Deluxe,1992-10-26,75,0.557,0.16,5,-16.302,0,0.0315,0.922,0.000756,0.0996,0.133,136.01,audio_features,spotify:track:4PEGwWH4tL6H7dGl4uVSPg,https://api.spotify.com/v1/tracks/4PEGwWH4tL6H7dGl4uVSPg,https://api.spotify.com/v1/audio-analysis/4PEGwWH4tL6H7dGl4uVSPg,218000,4
2A6wArvnvzSSSrAtTgQL4x,Cognitive Dissonance,Sophie Holohan,Cognitive Dissonance,2022-07-15,51,0.647,0.591,1,-7.09,0,0.0304,0.0456,0.0108,0.143,0.512,127.999,audio_features,spotify:track:2A6wArvnvzSSSrAtTgQL4x,https://api.spotify.com/v1/tracks/2A6wArvnvzSSSrAtTgQL4x,https://api.spotify.com/v1/audio-analysis/2A6wArvnvzSSSrAtTgQL4x,176001,4
6DdAZ0zZmmSwM8uqoVlepL,Bruises Off The Peach,Ryan Beatty,Calico,2023-04-28,55,0.526,0.476,11,-8.816,1,0.0453,0.662,4.82e-05,0.133,0.409,131.603,audio_features,spotify:track:6DdAZ0zZmmSwM8uqoVlepL,https://api.spotify.com/v1/tracks/6DdAZ0zZmmSwM8uqoVlepL,https://api.spotify.com/v1/audio-analysis/6DdAZ0zZmmSwM8uqoVlepL,192962,4
